,MealType,Title,ImageUrl,Ingredient,DetailUrl
4,snacks,Low Carb Spice Cakes,http://cdn.ruled.me/wp-content/uploads/2014/01/spicecakecupcakes-700x350.jpg,2 Cups Fine Almond Flour // 3/4 Cup Erythritol // 1/2 Cup Salted Butter // 5 Tbsp. Water // 4 Large Eggs // 2 tsp. Baking Powder // 1 tsp. Vanilla Extract // 1/2 tsp. Cinnamon // 1/2 tsp. Nutmeg // 1/2 tsp. Allspice // 1/2 tsp. Ginger // 1/4 tsp. Ground Clove,http://www.ruled.me/low-carb-spice-cakes/#disqus_thread
5,snacks,Keto Chocolate Cake in a Mug,http://cdn.ruled.me/wp-content/uploads/2015/10/ketochocolatemugcake-700x350.jpg,1 Large Egg // 2 Tbsp. Salted Butter // 2 Tbsp. Almond Flour // 2 Tbsp. Unsweetened Cocoa Powder // 1 1/2 Tbsp. Erythritol or Splenda // 2 tsp. Coconut Flour // 1/4 tsp. Vanilla Extract // 1/2 tsp. Baking Powder,http://www.ruled.me/keto-chocolate-cake-mug/#disqus_thread
6,snacks,LC Peanut Butter Meringue Cookies,http://cdn.ruled.me/wp-content/uploads/2013/12/a-a-a217-700x350.jpg,"1 cup egg whites, room temp // 1/2 cup creamy peanut butter (can use any nut butter) // 2 Tbsp sweetener or to taste (I use LC-Natural Sweet)",http://www.ruled.me/lc-peanut-butter-meringue-cookies/#disqus_thread
7,snacks,Low Carb Macadamia Nut Brownies,http://cdn.ruled.me/wp-content/uploads/2013/12/macadamia-nut-brownies-featured.jpg,3/4 cup Honeyville Almond Flour // 3/4 cup Erythritol // 3/4 cup macadamia nuts // 1/4 cup coconut oil // 5 Tbsp. salted butter // 3 Tbsp. cocoa powder // 2 large eggs // 1 1/2 tsp. baking powder // 1 tsp. vanilla extract // 1 tsp. instant coffee,http://www.ruled.me/low-carb-macadamia-nut-brownies/#disqus_thread
8,snacks,Low Carb Cinnamon Roll Waffle,http://cdn.ruled.me/wp-content/uploads/2013/12/CinnamonRollWaffles.jpg,6 Tbsp. Almond Flour // 2 Large Eggs // 1 Tbsp. Erythritol // 1/4 tsp. Baking Soda // 1/2 tsp. Cinnamon // 1/2 tsp. Vanilla Extract // Non-stick Spray (If you have an old waffle maker),http://www.ruled.me/low-carb-cinnamon-roll-waffle/#disqus_thread
9,snacks,Keto Bites: Baconscotch Chocolate Chunk Cookies,http://cdn.ruled.me/wp-content/uploads/2013/12/bourbonbaconcookies-700x350.jpg,"6 Slices Candied Bacon // 3.5 Oz. Chocolate // 1 1/2 Cup Almond Flour // 1/2 Cup Softened Butter // 1/2 Cup Erythritol // 1 Lage Egg // 2 Tbsp. Scotch (Whisky or Bourbon can be subbed in for this, as long as it has a sweet smell) // 1 tsp. Baking Powder // 1/2 tsp. Vanilla Extract",http://www.ruled.me/keto-bites-baconscotch-chocolate-chunk-cookies/#disqus_thread
0,snacks,How To: Low Carb Candied Bacon,http://cdn.ruled.me/wp-content/uploads/2013/12/candiedbacon-700x350.jpg,6 Slices Thick Cut Bacon // 5 tsp. Erythritol,http://www.ruled.me/low-carb-candied-bacon/#disqus_thread
1,snacks,Keto Bites: Roasted Broccoli Florets,http://cdn.ruled.me/wp-content/uploads/2013/12/roastedbroccoli-700x350.jpg,3-4 Cups Broccoli Florets // 1 Tbsp. olive oil // 1 tsp. Sea Salt // 1 tsp. Fresh Ground Black Pepper,http://www.ruled.me/keto-bites-roasted-broccoli-florets/#disqus_thread
2,snacks,Keto Bites: Grilled Ham & Cheese,http://cdn.ruled.me/wp-content/uploads/2013/12/grilledhamandcheese1-700x350.jpg,3/4 Cup Almond Flour // 2 Large Eggs // 2 Tbsp. Coconut Oil // 1 1/2 Tbsp. Salted Butter // 1 tsp. Baking Powder // 1 tsp. Coconut Flour // 1/4 tsp. Salt,http://www.ruled.me/keto-bites-grilled-ham-cheese/#disqus_thread
3,snacks,Keto Bites: Asian Pork & Shrimp,http://cdn.ruled.me/wp-content/uploads/2013/12/ketobitesshrimppork.jpg,1 lb. Ground Pork // 1 lb. Shrimp // 2 Red Bell Peppers // 3 Green Bell Peppers // 4 Stalks Green Onion // 1 Large Egg // 1 Tbsp. Sesame Oil // 1 Tbsp. Soy Sauce // 1 Tbsp. Minced Garlic // 2 tsp. Fish Sauce // 1 tsp. Five Spice // 1 tsp. Rice Vinegar // 1/2 tsp. Ground Black Pepper // 1/4 tsp. Salt,http://www.ruled.me/keto-bites-asian-pork-shrimp/#disqus_thread
4,snacks,"Keto Bites: Sausage, Bacon & Egg",http://cdn.ruled.me/wp-content/uploads/2013/12/ketobitesbaconsausageegg.jpg,6 Slices Bacon // 1/2 Roll Hot Sausage (6 Oz.) // 6 Large Eggs // 1 Tbsp. Butter // 1/2 Tbsp. Olive Oil // 2 Leek Stalks // 3/4 Stalk Celery // 1/5 Medium Onion // Salt + Pepper to taste (for hash),http://www.ruled.me/keto-sausage-bacon-egg-bites/#disqus_thread
5,snacks,Keto Orange & Chocolate Chunk Cookies,http://cdn.ruled.me/wp-content/uploads/2013/12/lowcarborangechocolate-700x350.jpg,7 Tbsp. Butter // 2 Cups Almond Flour // 3/4 Cup Granulated Splenda (or any other granulated sweetener – check your ratios) // 2 Oz. Dark Chocolate (I used unsweetened bakers chocolate) // 2 Large Eggs // 1 Tbsp. Orange Zest // 1 Tbsp. Fresh Squeezed Orange Juice // 1 tsp. Orange Extract // 1 tsp. Vanilla Extract // 3/4 tsp. Baking Powder // 1/2 tsp. Baking Soda // 1/2 tsp. Salt,http://www.ruled.me/keto-orange-chocolate-chunk-cookies/#disqus_thread
6,snacks,Lemon & Rosemary Low Carb Shortbread,http://cdn.ruled.me/wp-content/uploads/2013/12/rlsct2-700x350.jpg,"6 Tbsp. Butter // 2 Cups Almond Flour // 1/3 Cup Granulated Splenda (or other granulated sweetener) // 1 Tbsp. Freshly Grated Lemon Zest // 4 tsp. Fresh Squeezed Lemon Juice // 1 tsp. Vanilla Extract // 2 tsp. Rosemary (I used dried rosemary, but fresh would be even better) // 1/2 tsp. Baking Soda // 1/2 tsp. Baking Powder",http://www.ruled.me/lemon-rosemary-low-carb-shortbread/#disqus_thread
7,snacks,Spiced Bacon Deviled Eggs,http://cdn.ruled.me/wp-content/uploads/2013/12/spiced_bacon_deviled_eggs-featured.jpg,5 Large Eggs (Hard boiled) // 1/4 Cup Mayonnaise // 2 Slices Bacon // 1 Tbsp. Bacon Fat (All fat rendered) // 1 tsp. Dijon Mustard // 1/4 tsp. Cayenne Pepper // 1/2 tsp. Rosemary,http://www.ruled.me/spiced-bacon-deviled-eggs/#disqus_thread
8,snacks,Bacon Crusted Frittata Muffins,http://cdn.ruled.me/wp-content/uploads/2013/12/20131213_105041-640x350.jpg,18 Slices Bacon (2 1/2 Slices Bacon per “Muffin”) // 7 Large Eggs (1 Egg per “Muffin”) // 1 Cup Cheddar Cheese (1-2 Tbsp. per “Muffin”) // 4 Tbsp. Heavy Cream // 1/2 tsp. Ground Black Pepper // 1/2 tsp. Onion Powder // 1/2 tsp. Celery Salt // 1/2 tsp. Cayenne Pepper,http://www.ruled.me/bacon-crusted-frittata-muffins/#disqus_thread
9,snacks,Best Basic Low Carb Chocolate,http://cdn.ruled.me/wp-content/uploads/2013/12/a-a-b7-700x350.jpg,1 cup EXPELLER PRESSED coconut oil // 1 cup cocoa powder // 2/3 cup LC-Natural Sweet White,http://www.ruled.me/best-basic-low-carb-chocolate/#disqus_thread
0,snacks,White Chocolate Bark With A Twist,http://cdn.ruled.me/wp-content/uploads/2013/12/a-a-a9-700x350.jpg,2 oz. cacao butter // 1/3 cup LC-Natural Sweet White* // 1 tsp vanilla powder // 1/2 tsp hemp seed powder // pinch of salt // 1 tsp toasted pumpkin seeds,http://www.ruled.me/white-chocolate-bark-twist/#disqus_thread
1,snacks,Low Carb Mexican Hot Chocolate Cookies,http://cdn.ruled.me/wp-content/uploads/2013/12/20131205_212410-653x350.jpg,3/4 Cup Coconut Flour // 1/2 Cup Coconut Oil // 3 Tbsp. Salted Buter // 4 Large Eggs // 2 tsp. Vanilla // 1/4 tsp. Salt // 8 Tbsp. Unsweetened Cocoa Powder // 1/2 Cup Splenda // 1 1/2 tsp. Chili Powder // 2 1/2 tsp. Cinnamon // 1/2 tsp. Cayenne Pepper,http://www.ruled.me/low-carb-mexican-hot-chocolate-cookies/#disqus_thread
2,snacks,Low Carb Pumpkin Cheesecake Tarts,http://cdn.ruled.me/wp-content/uploads/2013/11/20131127_233724-686x350.jpg,8 Tbsp. Salted Butter // 2 Large Eggs // 3/4 Cup Coconut Flour // 2 Tbsp. Granulated Splenda (or other sugar substitute),http://www.ruled.me/low-carb-pumpkin-cheesecake-tarts/#disqus_thread
3,snacks,"Low Carb Chocolate Brownie Cupcakes, ‘Nuff Said",http://cdn.ruled.me/wp-content/uploads/2013/11/chocolatecupcakes.jpg,"1 16oz can Organic Soy Beans // 5 Large Eggs // 3/4 Cup Granulated Splenda // 6 Tbsp. Grass Fed Butter (Unsalted, Room Temperature) // 1 Tbsp. Vanilla Extract // 5 Tbsp. Unsweetened Cocoa Powder // 1 tsp. Baking Powder // 1/2 tsp. Baking Soda // 1/2 tsp. Sea Salt // 1 Tbsp. Water",http://www.ruled.me/low-carb-chocolate-brownie-cupcakes/#disqus_thread
4,snacks,Eggceptional Sausage Keto Frittata,http://cdn.ruled.me/wp-content/uploads/2013/11/eggceptionalfrittata-700x350.jpg,1/2 lb. Chorizo // 1/2 lb. Italian Sausage // 7 Cups Spinach // 2 Cups Cheddar // 12 Large Eggs // 8 Tbsp. Heavy Cream // 3/4 Cup Onion // 1 Medium Green Pepper // 1 Tbsp. Olive Oil // 1 tsp. Garlic Powder,http://www.ruled.me/egg-sausage-keto-frittata/#disqus_thread
5,snacks,Fall Season Fat Bombs,http://cdn.ruled.me/wp-content/uploads/2013/11/fall_season_fat_bombs-featured.jpg,2 Tbsp. Peanut Butter // 1 Tbsp. Heavy Cream // 1 Tbsp. Coconut Oil // 1 tsp. Cocoa Powder // 1/4 tsp. Allspice // 4-5 Drops Liquid Sucralose,http://www.ruled.me/fall-season-fat-bombs/#disqus_thread
6,snacks,1 Minute Molten Chocolate Brownie,http://cdn.ruled.me/wp-content/uploads/2013/11/20131117_225821-588x350.jpg,2 Large Eggs // 1 Packet Splenda // 1 Scoop Protein Powder (I use Double Chocolate Gold Standard from ON) // 1 Tbsp. Heavy Cream,http://www.ruled.me/minute-chocolate-brownie/#disqus_thread
7,snacks,Keto Recipe: Chocolate Peanut Butter Ice Cream,http://cdn.ruled.me/wp-content/uploads/2013/11/20131110_220350-700x350.jpg,1 Cup Cottage Cheese // 1 Scoop Protein Powder // 2 Tbsp. Peanut Butter // 2 Tbsp. Heavy Cream // 6 Drops Splenda // 1 Hand blender or food processor,http://www.ruled.me/keto-recipe-chocolate-peanut-butter-ice-cream/#disqus_thread
8,snacks,Hunger Buster Low Carb Bacon Frittata,http://cdn.ruled.me/wp-content/uploads/2013/11/bacon-frittata-9.jpg,8 Large Eggs // 1/2 Cup Half n’ Half // 6 Oz. Bacon (pre-cooked and chopped) // 1/2 Cup Cheddar Cheese // 1 Tbsp. Butter // 2 tsp. Dried Parsley // 1/2 tsp. Pepper // 1/4 tsp. Salt,http://www.ruled.me/hunger-buster-low-carb-bacon-frittata/#disqus_thread
9,snacks,Low Carb Chocolate Chip Cookies,http://cdn.ruled.me/wp-content/uploads/2013/10/chocolate_chip_cookies-24_featured.jpg,"2 1/2 cups Blanched Almond Flour // 1/4 cup walnuts, shelled and chopped // 1/2 cup unsalted butter // 2 large eggs // 1/2 cup Erythritol // 1/2 cup dark chocolate chips // 1/2 tsp. salt // 1/2 tsp. baking soda // 1 Tbsp. vanilla extract",http://www.ruled.me/low-carb-chocolate-chip-cookies/#disqus_thread
0,snacks,Low Carb Mock Snickers Bar,http://cdn.ruled.me/wp-content/uploads/2013/10/Mock-Snickers-Bar-1-featured.jpg,"1 1/4 Cup Almond Flour // 1/4 Cup Butter, Chilled // 1/4 Cup Granulated Stevia // 1/2 tsp. Xanthan Gum // 15 Drops Liquid Sucralose or Stevia",http://www.ruled.me/low-carb-snickers-bar/#disqus_thread
1,snacks,Extremely Simple Keto Microwave Brownies,http://cdn.ruled.me/wp-content/uploads/2013/10/microwave_brownies-8.jpg,"1 Tbsp. creamy almond butter // 1 Tbsp. egg white // 1 tsp. cocoa powder, unsweetened // 1/8 tsp. vanilla extract // 3 drops liquid Sucralose or Stevia // Pinch of baking soda (About 1/16 of a tsp. but you can leave this out if you want a denser brownie.) // Pinch of salt (You don’t need this if you used salted almond butter.)",http://www.ruled.me/keto-microwave-brownie/#disqus_thread
2,snacks,Keto Recipe: Better than Goldfish,http://cdn.ruled.me/wp-content/uploads/2013/10/img_2532-560x350.jpg,"1 Oz. Grated Sharp Cheddar Cheese (or prepackaged, finely shredded) // 1 Tbsp. Butter // 1 Tbsp. Coconut Flour // 1 Pinch Salt // 1 Pinch Onion Powder",http://www.ruled.me/keto-recipe-better-goldfish/#disqus_thread
3,snacks,Pizza Keto Chips,http://cdn.ruled.me/wp-content/uploads/2013/10/eMiMmh6-700x350.jpg,Pre-sliced pepperoni // Finely Shredded Motzerella Cheese // Finely Grated Parmesan Cheese,http://www.ruled.me/pizza-keto-chips/#disqus_thread
